objectid	image_url	title	description	category
61acpro	../images/61acpro.jpg	ASU West, Opening Day Schedule of Classes, 1986	Academic Freedom - Academic Programs ASU West, Opening Day First Schedule of Classes 1986 UE 1009 Sc22 ASU West is an upper division campus offering junior, senior and graduate courses for the growing West Phoenix metropolitan area. The original campus opened temporary facilities at Montebello School in 1986, and the permanent campus buildings opened in 1991. For more information about ASU West, please visit:http://www.west.asu.edu/	Academic Freedom - Academic Programs
61athlet	../images/61athlet.jpg	ASU Women's Gymnastics Team, 1977-78	ASU Women's Gymnastics Team AIAW Nationals Women Gymnastics Team 1977-78 UP UPC ASUA G958 #1 In 1954, co-ed gymnastics was organized as a club and offered on the campus. In 1972, Monika Sublette started to build a team that qualified for competition the first year. The varsity team went to Nationals in 1975. For more information on Women's Gymnastics, please visit: http://thesundevils.fansonly.com/ ASU Women's Gymnastics Team AIAW Nationals Women Gymnastics Team 1977-78 UP UPC ASUA G958 #1	Campus Lives - Athletes
61land	../images/61land.jpg	Aerial of the campus, Tempe and Scottsdale toward the north, 1984	Aerial of the campus, Tempe and Scottsdale toward the north 1984 ACC# 95-1584 The campus at 300 acres now reaches Rural Road, University Drive, Mill Avenue, and Apache Boulevard; and most of the internal streets, such as Forest Avenue, College Avenue, Orange Street and Palm Walk (Normal Avenue), are malls. Others - Van Ness Avenue, Tenth Street, and parts of Lemon - have been replaced by buildings. The Wells Fargo Activity Center (1974) is located between Sun Devil Stadium (1958), Sun Angel Stadium (1976), and Packard Stadium (1974).	Landmarks
62acpro	../images/62acpro.jpg	Chuck Backus, Provost of ASU East, delivering State of the Campus Address, 1999	Chuck Backus Provost of ASU East (1996) "State of the Campus Address" held at the ASU East Campus 1999 Photographer: Tim Trumble Courtesy of Media Relations Academic Freedom - Academic Programs Previous Image Category Index Opened in 1996, the third ASU campus offers degree programs in the College of Technology and Applied Sciences, the School of Agribusiness and Resource Management, and East College. Also offered are degrees earned on campus through a partnership between Chandler-Gilbert Community College and ASU. For more information about ASU East, please visit:http://www.east.asu.edu/ Chuck Backus Provost of ASU East (1996) "State of the Campus Address" held at the ASU East Campus 1999 Photographer: Tim Trumble Courtesy of Media Relations	Academic Freedom - Academic Programs
62athlet	../images/62athlet.jpg	Women's Gymnastics Recent History, 1998	Women's Gymnastics Recent History Women's Gymnastics Media Guide, pg. 17 1998 34.15.2.1I W842 Archives	Campus Lives - Athletes
62land	../images/62land.jpg	Mona Plummer Aquatic Center, 1981	" Aquatic Center (Mona Plummer Aquatic Center) 1981 Photographer: Conley Photography, Inc. Charles Conley Photograph Collection, University Archives ACC#	2000-02200 Media Relations Photographs Named for swimming Associate Athletic Director and women's swim coach (1957-1979) Mona Plummer, the Aquatic Center was state of the art when it was built in 1981."	Landmarks
63land	../images/63land.jpg	Hayden Library, 1984	Hayden Library Charles Trumbull Hayden Library, symbolically located in the center of the Arizona State University campus, opened in 1966. It is a five-floor structure, the first nine feet below ground level. It is built of cast-in-place reinforced concrete, slab concrete, glass walls and pre-cast panels. Architects: Richard Drover and Herman Jacoby of Phoenix Hayden Library 1984 Photographer: Conley Photography, Inc. Charles Conley Photograph Collection, University Archives Media Relations Photographs ACC #2000-02200	Landmarks
64athlet	../images/64athlet.jpg	ASU Women's Swim Team, 1978	ASU Women's Swim Team 1978 AIAW National Champion Women's Swim Team (eighth national title since 1967) Mona Plummer was coach 1975-79 UP UPC ASUA S956 #6 In 1971, ASU hosted the state's first National Intercollegiate Swimming and Diving Championship meet for women. Nina Murphy, who took the Tempe Normal School women to the Salt River to swim, attended the event. ASU swimmers went from training in the river, to national winners in 1974. For more information on ASU swimming, please visit: http://thesundevils.fansonly.com/	Campus Lives - Athletes
65land	../images/65land.jpg	University Drive Pedestrian Overpass, 1986	University Drive Pedestrian Overpass 1986 ACC #2000-02200 Media Relations Photographs The bridge provides a crossing over University Drive, and also houses lines for steam, chilled water, and emergency power for the north campus, as well as telecommunications lines.	Landmarks
66athlet	../images/66athlet.jpg	Cross Country Recent History, 1995	Cross Country Recent History Track & Field Media Guide, 1995, pg. 39 34.18.9 T637 Archives Men's Cross Country was organized in 1975, women's shortly after in 1979. For more information about ASU cross country, please visit: http://thesundevils.fansonly.com/sports/c-xc/asu-c-xc-body.html	Campus Lives - Athletes
66land	../images/66land.jpg	Parking Lot 59, 1986	Lot 59 is located on the northern perimeter of the campus. Parking availability and cost have always been important issues on campus. In 1886, the parking fee was five dollars a year for a horse or a car; in 1982, Lot 59 was free to students and a centralized parking location cost $5 a year. Parking Lot 59 1986 Photographer: Keith Jennings ACC #2000-02200 Media Relations Photographs	Landmarks
67athlet	../images/67athlet.jpg	Soccer Recent History	Campus Lives - Athletes Previous Image Category Index Soccer Recent History 1999 ASU Soccer Media Guide pg. 19 34.29 Archives Jump to text below The 1917 catalog mentioned that Mr. Donald Biery introduced soccer into schools in the Phoenix area. First it was introduced to the upper grades of the training school as a substitute for football. Students from valley schools played then the Normal School students began to play informal games. Soccer was popular for both the athletes and the spectators. Women's soccer was introduced in 1925. Today, women's Soccer is an intercollegiate sport. Please visit http://thesundevils.fansonly.com/sports/w-soccer for more information about women's soccer. In the 1970s, male students organized Arizona State University Soccer Club. Please visit http://www.asu.edu/src/sport_clubs.htm#Soccer for men's soccer information.	Campus Lives - Athletes
67land	../images/67land.jpg	Hayden Library Entrance, 1980s	Hayden Library Entrance 1980s Courtesy of Media Relations The 1989 addition to Hayden Library, a two-level underground expansion, added 97,000 square feet with seating for 1500 patrons and shelf space for 375,000 new volumes. The new entrance is a courtyard 15 feet below mall level, which ties into the existing lower level of the library. The second level is below the courtyard level. The underground addition was designed for long term expansion to the west. Architect: Architecture One, Ltd. And Sasaki Associates, Inc.	Landmarks
68land	../images/68land.jpg	Philomathian Bench, 1990	Philomathian Bench 1990 Photographer: Conley Photography, Inc. Charles Conley Photograph Collection, University Archives ACC #2000-02200 Media Relations	Landmarks
69land	../images/69land.jpg	Aerial of the campus toward the northeast, 1997	Aerial of the campus toward the northeast 1997 Photographer: Jeff Havir Courtesy of Media Relations Gammage Auditorium ramps suggest a welcoming gesture to enter Arizona State University, the now-metropolitan campus on 700 acres of land.	Landmarks
70land	../images/70land.jpg	Palm Walk, ca. 1990s	Palm Walk ca. 1990s Photographer: Tim Trumble Courtesy of Media Relations Palm walk extends from the Student Recreation Center to the University Bridge and includes 117 palm trees. Today, it is considered the botanical landmark of the campus.	ASU Library: Landmarks
71land	../images/71land.jpg	Sun Devil Stadium with all expansions, 1992	Sun Devil Stadium with all expansions 1992 Photographer: Mark Evans University Archives Collection Sun Devil Stadium is uniquely located in a natural saddle between two buttes on the north side of the Arizona State University campus. Completed in 1958 with seating capacity of 42,000, a south end zone Sun Devil Stadium with all expansions 1992 Photographer: Mark Evans University Archives Collection building for locker rooms was attached in 1968. 7,800 seats were added the following year and the new scoreboard was built in 1973. The loge and upper deck were added during the Phase II expansion, which increased seating capacity by 18,500. In 1990, additional seating brought total capacity to 70,021 and included a new press box and suites. Remodeling for the Super Bowl brought seating capacity to 73,500 and included upgrades to the stadium sound system and field lighting. Architect: Edward L. Varney	ASU Library:
72land	../images/72land.jpg	Fletcher Library, ASU West, 1990s	Fletcher Library, ASU West 1990s Photographer: Tim Trumble, ASU Courtesy of Media Relations The Fletcher Library, built in 1988, was the first building at ASU West and now anchors the campus. It is a three-story building that is located at the end of a large community courtyard/mall. Architect: Anderson DeBartolo Pan, Inc.	Landmarks
73land	../images/73land.jpg	Nelson Fine Arts Complex, 1990	Nelson Fine Arts Complex J. Russell and Bonita Nelson Fine Arts Center University Art Museum 1990 Photographer: Tim Trumble, ASU Courtesy of Media Relations The University Art Museum is a large complex of galleries, art study rooms and outdoor exhibit spaces. Architect: Antoine Predock, 1986	ASU Library: Landmarks
74land	../images/74land.jpg	Paul V. Galvin Playhouse, 1990s	Nelson Fine Arts Complex J. Russell and Bonita Nelson Fine Arts Center Paul V. Galvin Playhouse 1990s Photographer: Tim Trumble, ASU Courtesy of Media Relations The Paul V. Galvin playhouse stages the largest productions of the ASU Theater, seating 496 patrons. Architect: Antoine Predock, 1986	Landmarks
75land	../images/75land.jpg	The John J. Ross-William C. Blakely Law Library, 1990s	The John J. Ross- William C. Blakely Law Library 1990s Photographer: Tim Trumble, ASU Courtesy of Media Relations The John J. Ross-William C. Blakely Law Library is housed in a dramatic, functional building that opened in 1993. Architect: Leo. A. Daly	Landmarks
76land	../images/76land.jpg	ASU West aerial overlaid by artist rendering, 1990s	ASU West aerial overlaid by artist rendering 1990s ACC #2000-02200 Media Relations In March of 1991 the core of the ASU West Campus, illustrated in the photograph, was completed just east of Glendale, Arizona.	Landmarks
77land	../images/77land.jpg	ASU East, late 1990s	ASU East ASU East, the university's third campus, opened in 1996 on the site of the former Williams Air Force Base in Mesa, Arizona. Its 600 acres include unique residential opportunities and excellent educational facilities offering a rural, student centered environment that is bridged to ASU Main through a shuttle service. ASU East Late 1990s Photographer: Tim Trumble Courtesy of Media Relations	Landmarks
78land	../images/78land.jpg	Downtown Center, Late 1990s	Landmarks Previous Image Category Index Downtown Center Late 1990s Photographer: Tim Trumble Courtesy of Media Relations The ASU Downtown Center, located in the Mercado in downtown Phoenix, opened in 1988. Its prime location serves the Valley's business community well.	Landmarks
